 1110528.513367 1.114E-24 4.292E-01.05440.344 1255.91160.56-.023000          2 0 1          0 0 0  8  5  4        8  5  3      364343801562663120    17.0   17.0
 1110528.545094 2.054E-29 4.150E-02.04300.250 3127.80320.36-.010623         -2-2-2          0 0 0 14 -1 -1       13  8  6      132232477291712250    29.0   27.0
 1110528.564844 7.049E-29 3.413E-02.07930.352 2724.04140.71-.012780          3 1 0          0 1 0  8  4  4        7  5  3      334243807294713152    17.0   15.0
 1110528.569540 1.512E-29 8.265E-03.02710.221 2872.58050.23-.034830          1 2 1          0 0 0 15  3 12       15  3 13      234233807294713152    31.0   31.0
 1110528.614108 1.429E-30 3.557E-08.08750.371  602.77350.73-.004340          2 2 0          0 0 0  5  5  1        6  2  4      332230807294713152    11.0   13.0
 1110528.636440 2.909E-30 3.253E-01.09770.456 3887.11420.74-.008560          2 0 2          0 0 1  3  2  1        2  2  0      332230807294713152    21.0   15.0
 1110528.654195 1.238E-29 4.414E-03.05010.281 2740.42090.39-.010623         -2-2-2          0 0 0 12  8  4       11  9  3      132232477291712250    25.0   23.0
 1110528.671140 3.689E-29 4.385E-03.05010.281 2740.42090.39-.010623         -2-2-2          0 0 0 12  8  5       11  9  2      132232477291712250    75.0   69.0
 1110528.770793 2.526E-26 7.185E-05.07670.300  382.51690.68-.010930          0 4 1          0 0 0  5  5  1        4  3  2      364333807394703152    33.0   27.0
 1110528.778056 3.823E-29 1.054E-02.05970.371 2552.87970.61-.029810          2 3 0          0 1 0  6  6  0        6  5  1      332230807294713152    13.0   13.0
 1110528.802319 1.147E-28 1.054E-02.05950.371 2552.85720.61-.029760          2 3 0          0 1 0  6  6  1        6  5  2      332230807294713152    39.0   39.0
 1110528.846895 1.161E-29 5.455E-02.08180.298 3253.73800.74-.026090          2 1 1          0 1 0 11  2  9       10  4  6      334233807294713152    23.0   21.0
 1110528.867961 2.277E-26 2.246E-04.08940.300  446.69660.72-.012536          2 2 0          0 0 0  6  3  3        6  0  6      3643338072947031 8    13.0   13.0
 1110528.919916 8.709E-28 4.714E-03.05600.281 1843.02960.53-.017680          2 0 1          0 0 0 10  6  5       11  4  8      334233807294713152    21.0   23.0
 1110528.943030 1.099E-28 9.621E-03.09030.371 2282.58950.73-.018980          1 1 2          0 1 0  5  2  4        6  3  3      434223807294713152    11.0   13.0
 1110529.025317 2.852E-29 2.535E-03.05360.265 2437.50190.56-.030010          0 4 1          0 0 0 11  8  3       12  6  6      334233807394713152    23.0   25.0
 1110529.077123 1.550E-26 2.142E-04.04040.391  742.07630.42-.024120          1 4 0          0 0 0  6  6  1        5  5  0      364233807294713152    39.0   33.0
 1110529.079421 5.148E-27 2.134E-04.04030.391  742.07300.41-.023980          1 4 0          0 0 0  6  6  0        5  5  1      334233807294713152    13.0   11.0
 1110529.130937 4.827E-26 1.646E-02.05050.300 1293.01810.47-.005650          1 4 0          0 0 0 11  4  8       10  1  9      364333807294703152    23.0   21.0
 1110529.148792 2.065E-28 1.430E-02.07340.250 2629.33450.69-.035690          1 0 2          0 0 0 12  6  7       13  5  8      234233807294713152    75.0   81.0
 1110529.184472 1.011E-28 2.459E-02.06370.235 2918.24490.58-.010440          2 0 1          0 0 0 14  5  9       14  5 10      334233807294713152    87.0   87.0
 1110529.232595 5.808E-30 1.133E-03.07950.391 2406.14080.69-.013190          0 1 3          0 1 0  4  3  2        5  5  1      532230807294713152     9.0   11.0
 1110529.262799 4.716E-30 1.041E-04.06240.333 2337.66680.49-.010624         -2-2-2          0 1 0  9  4  5        8  1  8      132232477291712250    57.0   51.0
 1110529.316354 4.345E-30 4.067E-02.03680.221 3443.19190.36-.010624         -2-2-2          0 0 0 14 -1 -1       15  6 10      132232477291712250    29.0   31.0
 1110529.360852 1.467E-28 8.106E-04.04640.265 2124.95140.37-.010624         -2-2-2          0 0 0 13 -4 -4       12  4  9      132232477291712250    81.0   75.0
 1110529.396804 2.569E-28 3.108E-06.08140.333  744.16270.70-.000330          2 2 0          0 0 0  7  4  3        8  1  8      332230807294713152    45.0   51.0
 1110529.421176 4.790E-30 3.653E-02.10100.434 3334.62650.75-.006060          3 2 0          0 2 0  3  2  1        3  1  2      332230807294713152    21.0   21.0
 1110529.432627 6.693E-29 1.020E-03.08540.391 1922.82890.68-.003840          0 3 2          0 1 0  5  2  4        5  1  5      334253807294713152    11.0   11.0
 1110529.562494 4.724E-30 1.753E-02.03980.235 3266.51390.36-.010624         -2-2-2          0 0 0 15 -1 -1       14  7  7      132232477291712250    31.0   29.0
 1110529.669687 6.234E-27 3.641E-05.09980.434  142.27850.74-.011198          0 2 2          0 0 0  2  2  0        3  1  3      3342638072947131 9     5.0    7.0
 1110529.716673 3.995E-22 9.046E-01.10070.434  173.36580.76-.008000          2 0 1          0 0 0  2  1  1        3  1  2      346220803567713136    15.0   21.0
 1110529.717334 2.471E-25 5.595E-04.08810.434  173.36580.77-.010624         -2-2-2          0 0 0  2 -3 -3        3  1  2      162232477291712250    15.0   21.0
 1110529.799063 8.800E-24 6.411E-02.07190.391  610.34120.62-.009900          1 2 1          0 0 0  6  4  2        5  4  1      354243803594713152    39.0   33.0
 1110529.932907 2.003E-28 1.154E-01.04520.371 2733.96290.48-.004460          1 3 1          0 1 0  7  6  1        6  6  0      334233807294713152    15.0   13.0
 1110529.937918 6.004E-28 1.153E-01.04520.371 2733.96260.48-.004510          1 3 1          0 1 0  7  6  2        6  6  1      334233807294713152    45.0   39.0
 1110529.960385 2.306E-24 5.035E-02.06790.321  610.11440.58-.014660          1 2 1          0 0 0  6  4  3        5  4  2      364343801594663152    13.0   11.0
 1110530.056978 1.956E-24 8.612E-02.04360.350 1079.07960.36-.019090          1 2 1          0 0 0 10  1  9        9  1  8      364433807294703152    63.0   57.0
 1110530.059265 3.592E-29 6.092E-03.06200.265 2813.51210.62-.012930          0 0 3          0 0 0 12  6  6       12  8  5      364233807360713049    75.0   75.0
 1110530.086657 6.348E-28 2.406E-04.06050.265 1557.84770.58-.004210          0 4 1          0 0 0 12  3  9       12  1 12      334233807394713152    75.0   75.0
 1110530.088201 1.473E-30 1.723E-03.08310.352 2905.43060.73-.012890          1 1 2          0 1 0  8  3  5        7  6  2      332230807294713152    17.0   15.0
 1110530.096351 6.156E-24 1.113E+00.03810.371 1045.05830.44-.017700          2 0 1          0 0 0  6  6  1        6  6  0      3632408072217131 3    13.0   13.0
 1110530.096722 1.847E-23 1.113E+00.04440.371 1045.05800.44-.031590          2 0 1          0 0 0  6  6  0        6  6  1      365243807267713152    39.0   39.0
 1110530.119337 1.591E-29 1.215E-04.09310.434 1739.48360.72-.009460          1 3 1          0 1 0  4  3  2        3  1  3      432230807294713155     9.0    7.0
 1110530.145680 4.833E-30 2.885E-05.04640.265 2124.95140.39-.010624         -2-2-2          0 0 0 12  1 12       12  4  9      132232477291712250    75.0   75.0
 1110530.161156 2.752E-29 6.220E-04.04300.250 2414.72340.37-.010624         -2-2-2          0 0 0 13  6  7       13  3 10      132232477291712250    81.0   81.0
 1110530.481167 6.041E-30 1.805E-03.08350.352 2569.50790.71-.019550          0 1 3          0 1 0  6  2  5        7  4  4      532230807294713152    13.0   15.0
 1110530.482640 6.779E-26 3.687E-03.08240.315 1079.07960.70-.007660          2 0 1          0 0 0  8  3  5        9  1  8      364233807294713152    51.0   57.0
 1110530.508080 2.830E-30 1.596E-04.03680.221 2631.26880.36-.010624         -2-2-2          0 0 0 15 -3 -3       15  1 14      132232477291712250    93.0   93.0
 1110530.543023 3.588E-24 4.593E-01.06120.333 1255.16680.55-.020640          2 0 1          0 0 0  8  5  3        8  5  4      354243801594713152    51.0   51.0
 1110530.573938 1.702E-28 3.884E-03.09270.412 2005.91690.73-.020480          2 1 1          0 1 0  5  1  4        4  3  1      434233807294713152    11.0    9.0
 1110530.578518 2.979E-24 7.239E-02.09060.371  661.54890.74-.008730          1 2 1          0 0 0  7  3  4        6  3  3      355243801594713152    15.0   13.0
 1110530.621528 3.376E-28 1.895E-05.08420.352 1059.83550.71-.016570          0 0 3          0 0 0  7  1  7        7  5  2      364233807360713049    45.0   45.0
 1110530.669593 2.261E-29 5.402E-06.07810.333 1131.77560.71-.020590          1 2 1          0 0 0  7  6  1        8  4  4      332230807294713152    15.0   17.0
 1110530.704504 9.826E-29 1.493E-07.09770.434  212.15640.74-.013590          0 2 2          0 0 0  4  1  4        3  2  1      334263807294713152    27.0   21.0
 1110530.710680 7.093E-23 5.656E-01.09330.434  206.30140.72-.011450          2 0 1          0 0 0  2  2  1        3  2  2      365240803567713136     5.0    7.0
 1110530.904583 2.472E-28 1.649E-03.08710.371 2042.75320.70-.005900          2 3 0          0 1 0  7  2  5        6  1  6      334233807294713152    45.0   39.0
 1110530.982010 8.051E-30 2.205E-03.05050.250 2927.94120.47-.012100          1 0 2          0 0 0 13  6  7       13  7  6      332230807294713152    81.0   81.0
 1110530.996889 5.562E-30 1.218E-01.03160.333 3530.95750.37-.025630          2 1 1          0 1 0  9  8  1        8  8  0      332230807294713152    19.0   17.0
 1110530.997322 1.669E-29 1.218E-01.03160.333 3530.95750.37-.025630          2 1 1          0 1 0  9  8  2        8  8  1      334233807294713152    57.0   51.0
 1110531.044149 1.663E-29 1.082E-03.08130.391 2406.14300.71-.013130          0 1 3          0 1 0  4  3  1        5  5  0      534233807294713152    27.0   33.0
 1110531.118680 1.413E-28 3.383E-05.05300.298 1446.12830.49-.035250          2 2 0          0 0 0 11  2  9       10  3  8      234233807294713152    69.0   63.0
 1110531.151114 2.087E-30 4.551E-05.04530.412 2129.59910.44-.029970          0 8 0          0 1 0  3  3  0        4  4  1      232230807294713152    21.0   27.0
 1110531.257038 5.741E-24 1.210E-01.09030.481  602.77350.71-.017400          2 0 1          0 0 0  6  2  5        6  2  4      365440803567663136    13.0   13.0
 1110531.348047 5.363E-30 4.139E-04.08630.352 2572.13910.73-.023410          2 1 1          0 1 0  8  2  6        7  4  3      432230807294713152    51.0   45.0
 1110531.422857 5.201E-29 3.506E-02.04940.250 3127.86190.50-.026790          3 0 0          0 0 0 14  7  8       13  8  5      234233807260713049    87.0   81.0
 1110531.434610 3.355E-28 4.631E-03.02200.235 2327.91400.13-.030550          1 2 1          0 0 0 14  2 12       14  2 13      234233807294713152    87.0   87.0
 1110531.456285 2.210E-28 1.021E-04.05400.298 1581.33600.41-.010625         -2-2-2          0 0 0 11 -4 -4       10  4  7      132232477291712250    69.0   63.0
 1110531.497992 2.337E-30 8.775E-05.06200.250 2533.79320.59-.014330          0 2 2          0 0 0 14  3 12       13  4  9      232230807294713152    87.0   81.0
 1110531.499069 7.663E-30 1.635E-06.05810.315 1360.23530.49-.010625         -2-2-2          0 0 0  8  1  8        9  4  5      132232477291712250    51.0   57.0
 1110531.518782 1.230E-26 2.348E-03.08230.480 1360.23530.72-.024450          1 0 2          0 0 0  9  1  8        9  4  5      364443807294703152    57.0   57.0
 1110531.549600 8.319E-30 1.609E-01.05400.298 3770.71130.41-.010625         -2-2-2          0 1 0 11 -3 -3       10  7  4      132232477291712250    69.0   63.0
 1110531.579285 2.767E-30 1.605E-01.05400.298 3770.72470.41-.010625         -2-2-2          0 1 0 11 -1 -1       10  7  3      132232477291712250    23.0   21.0
 1110531.593394 1.172E-30 7.083E-02.04300.250 4052.81090.36-.010625         -2-2-2          0 1 0 14 -3 -3       13  3 10      132232477291712250    87.0   81.0
 1110531.606600 3.978E-29 4.424E-02.04610.221 3244.60070.44-.018180          1 0 2          0 0 0 15  3 12       15  4 11      234233807294713152    93.0   93.0
 1110531.707343 3.699E-29 3.705E-04.10090.456 1743.48620.75-.012090          3 1 0          0 1 0  3  1  3        2  2  0      434263807294713152     7.0    5.0
 1110531.838638 6.371E-30 6.597E-03.04610.298 2903.14610.39-.030240          1 1 2          0 1 0  9  2  8       10  1  9      332230807294713152    19.0   21.0
 1110531.841462 9.136E-27 2.411E-02.05670.300 1695.06860.53-.002930          2 0 1          0 0 0 10  5  6       11  3  9      334333807294703152    21.0   23.0
 1110531.863633 1.910E-29 3.118E-04.04640.265 2105.86790.39-.010625         -2-2-2          0 0 0 12  6  6       12  3  9      132232477291712250    25.0   25.0
 1110531.876700 1.087E-28 1.307E-03.01970.235 2073.51550.08-.026090          1 2 1          0 0 0 14  2 13       14  0 14      234233807294713152    29.0   29.0
 1110531.877379 2.547E-29 8.593E-02.06610.221 3472.88130.61-.021140          3 0 0          0 0 0 15  7  8       15  6  9      234233807260713049    93.0   93.0
 1110531.931203 2.167E-28 5.273E-02.03980.235 2918.24500.36-.010625         -2-2-2          0 0 0 14 -3 -3       14  5 10      132232477291712250    87.0   87.0
 1110531.935188 7.084E-30 1.920E-02.06240.333 3101.14230.49-.010625         -2-2-2          0 1 0  9 -1 -1        8  6  2      132232477291712250    19.0   17.0
 1110531.999258 1.966E-29 1.776E-02.06230.333 3101.12370.59-.008540          0 3 2          0 1 0  9  5  4        8  6  3      334223807294713152    57.0   51.0
 1110532.122301 5.752E-28 6.645E-04.07540.281 1525.13600.68-.020020          3 0 0          0 0 0 10  3  7       11  2 10      334233807260713049    21.0   23.0
 1110532.131645 2.417E-30 5.178E-02.05810.315 3752.41620.49-.010625         -2-2-2          0 1 0  9  9  0        9  8  1      132232477291712250    57.0   57.0
 1110532.198709 1.032E-29 2.054E-05.07860.298 1616.45310.73-.013330          1 4 0          0 0 0  9  7  3       10  4  6      332230807294713152    19.0   21.0
 1110532.275834 4.723E-28 4.298E-03.09300.371 2042.75320.73-.009070          3 1 0          0 1 0  5  2  3        6  1  6      334253807294713152    33.0   39.0
 1110532.331647 1.096E-29 4.299E-04.08750.352 2181.08980.72-.016256          1 3 1          0 1 0  7  3  4        7  1  7      3342338072947131 8    15.0   15.0
 1110532.366852 4.848E-26 5.577E-04.08720.381  704.21410.71-.004440          2 0 1          0 0 0  6  3  3        7  1  6      324343801594663152    39.0   45.0
 1110532.407304 2.501E-30 1.326E-04.03680.221 2631.26880.38-.010625         -2-2-2          0 0 0 16 -3 -3       15  1 14      132232477291712250    99.0   93.0
 1110532.482563 8.936E-28 1.234E-01.08610.352 2439.95440.72-.008730          2 1 1          0 1 0  7  3  4        7  3  5      434233807294713152    15.0   15.0
 1110532.522677 2.253E-30 3.110E-05.03980.235 2327.91400.36-.010625         -2-2-2          0 0 0 14 10  4       14  2 13      132232477291712250    87.0   87.0
 1110532.561470 1.004E-30 2.923E-03.06980.281 3136.41250.67-.004370          2 3 0          0 1 0 10  5  5       11  2 10      332233807294713155    21.0   23.0
 1110532.599889 2.737E-27 1.067E-05.09220.451  447.25240.73-.003030          0 2 2          0 0 0  5  2  3        6  1  6      334453807294703152    33.0   39.0
 1110532.615872 1.621E-26 2.239E-03.07790.300 1293.63410.68-.003410          0 2 2          0 0 0  9  3  6       10  2  9      364323807294703152    57.0   63.0
 1110532.633840 2.408E-28 6.941E-03.07160.265 2205.65280.64-.017090          3 0 0          0 0 0 11  7  5       12  4  8      334233807260713049    23.0   25.0
 1110532.686808 1.066E-25 1.390E-03.08730.431  503.96810.71-.020410          2 0 1          0 0 0  6  1  6        5  3  3      364343807294663152    13.0   11.0
 1110532.697831 1.086E-25 1.383E+00.10720.300 1618.55700.75-.010040          2 1 1          0 1 0  0  0  0        1  0  1      464333807294703152     3.0    9.0
 1110532.721534 2.530E-30 3.079E-05.06650.298 2254.28370.66-.019380          0 0 3          0 0 0 11  4  8       10  8  3      362230807360713049    69.0   63.0
 1110532.722549 8.658E-29 2.522E-03.04920.265 2433.80040.52-.024690          0 4 1          0 0 0 11  8  4       12  6  7      334233807394713152    69.0   75.0
 1110532.744335 3.757E-30 2.545E-02.03680.221 3629.09630.38-.010625         -2-2-2          0 0 0 16 -3 -3       15  7  8      132232477291712250    99.0   93.0
 1110532.757769 1.931E-30 1.488E-02.03680.221 3629.09630.36-.010625         -2-2-2          0 0 0 14 -3 -3       15  7  8      132232477291712250    87.0   93.0
 1110532.829484 5.628E-24 2.187E-02.09620.480  446.51070.75-.016950          3 0 0          0 0 0  5  1  4        5  2  3      365420803567663036    33.0   33.0
 1110533.023066 1.044E-30 6.557E-02.05810.315 3994.26030.45-.010626         -2-2-2          0 1 0 10  8  3        9  9  0      132232477291712250    63.0   57.0
 1110533.119938 6.958E-28 1.709E-02.07000.265 2205.65280.65-.030840          2 0 1          0 0 0 13  2 11       12  4  8      334233807294713152    27.0   25.0
 1110533.134820 5.831E-29 1.219E-01.07260.221 3360.60040.62-.012300          0 0 3          0 0 0 14  5  9       15  5 10      364233807360713049    87.0   93.0
 1110533.140124 3.063E-27 7.734E-04.07520.300 1394.81420.71-.012270          1 0 2          0 0 0  8  4  5        7  7  0      334333807294703152    51.0   45.0
 1110533.184432 2.586E-30 2.909E-03.07000.333 2920.13200.63-.022410          3 1 0          0 1 0  9  4  6        8  5  3      332230807294713152    19.0   17.0
 1110533.374345 1.454E-30 2.377E-02.10470.480 3196.09340.76-.008790          1 7 0          0 2 0  2  0  2        1  1  1      232230807294713152     5.0    3.0
 1110533.390915 2.510E-26 2.970E-02.03120.300 1774.75110.24-.040000          1 0 2          0 0 0 11  1 10       12  2 11      364333807294703152    69.0   75.0
 1110533.397927 2.311E-29 1.990E-05.05010.281 1690.66440.41-.010626         -2-2-2          0 0 0 10  1 10       11  2  9      132232477291712250    63.0   69.0
 1110533.413847 5.051E-26 4.623E-03.07440.300  982.91170.64-.002722          2 2 0          0 0 0  9  3  7        8  2  6      3643338072947031 7    19.0   17.0
 1110533.436085 2.046E-25 2.127E-03.09100.546  648.97870.66-.007860          0 2 2          0 0 0  5  4  1        6  3  4      365351807262663152    33.0   39.0
 1110533.564031 3.305E-27 5.805E-03.05780.300 1590.69070.58-.016510          3 0 0          0 0 0  9  6  4        8  7  1      334333807260703049    19.0   17.0
 1110533.574108 3.677E-29 4.374E-04.09690.412 2004.81560.74-.023910          1 1 2          0 1 0  3  0  3        4  3  2      434263807294713152    21.0   27.0
 1110533.593695 5.653E-28 1.738E-02.07760.391 2251.86240.65-.014760          1 1 2          0 1 0  4  3  2        5  4  1      534243807294713152    27.0   33.0
 1110533.629179 5.704E-30 1.747E-03.03980.235 2739.42860.36-.010626         -2-2-2          0 0 0 14 -1 -1       14  3 11      132232477291712250    29.0   29.0
 1110533.671273 3.532E-29 6.906E-02.07160.221 3360.60040.62-.018930          3 0 0          0 0 0 15  6  9       15  5 10      234233807260713049    93.0   93.0
 1110533.678388 3.468E-30 2.567E-04.08540.333 2337.46320.71-.001750          2 3 0          0 1 0  8  3  5        8  0  8      332230807294713152    17.0   17.0
 1110533.749577 5.555E-30 5.176E-01.10410.456 3849.38530.76-.009290          2 0 2          0 0 1  3  1  2        2  1  1      332230807294713152    21.0   15.0
 1110533.885191 2.765E-29 1.038E-04.09840.434 1819.33500.75-.012680          3 1 0          0 1 0  4  1  4        3  2  1      434263807294713152    27.0   21.0
 1110533.889142 3.050E-30 1.663E-01.03680.221 4045.32130.36-.010626         -2-2-2          0 0 0 15 -3 -3       15  9  6      132232477291712250    93.0   93.0
 1110533.916052 1.016E-30 1.662E-01.03680.221 4045.28490.36-.010626         -2-2-2          0 0 0 15 -1 -1       15  9  7      132232477291712250    31.0   31.0
 1110533.924348 1.826E-30 4.277E-02.04800.298 3770.71130.50-.029000          0 1 3          0 1 0  9  7  3       10  7  4      332230807294713152    57.0   63.0
 1110533.924531 6.389E-30 5.797E-01.09330.434 3895.58810.72-.008560          2 0 2          0 0 1  4  1  4        3  1  3      332230807294713152    27.0   21.0
 1110534.001561 6.396E-30 3.115E-07.06420.315 1079.07960.65-.003360          0 6 0          0 0 0  9  6  3        9  1  8      232233807294713155    57.0   57.0
 1110534.003689 3.004E-30 2.444E-05.08720.391 2053.96860.73-.002820          1 5 0          0 1 0  6  5  2        5  2  3      332230807294713152    39.0   33.0
 1110534.032085 3.731E-30 3.408E-05.09090.412 1817.45110.72-.003570          2 3 0          0 1 0  5  3  3        4  0  4      332233807294713155    11.0    9.0
 1110534.110836 1.021E-29 8.360E-03.04300.250 2927.07520.37-.010626         -2-2-2          0 0 0 13 -1 -1       13  7  7      132232477291712250    27.0   27.0
 1110534.186481 7.152E-28 2.027E-03.10120.480 1640.50580.75-.000270          0 3 2          0 1 0  2  2  1        1  1  0      334253807294713152    15.0    9.0
 1110534.230927 2.134E-26 2.350E-01.10350.300 1693.64980.76-.012330          2 1 1          0 1 0  2  1  2        2  1  1      464333807294703152     5.0    5.0
 1110534.259759 4.348E-29 8.834E-04.07060.371 2271.71210.62-.007050          0 5 1          0 1 0  7  5  3        6  3  4      3322338072947131 9    45.0   39.0
 1110534.394816 8.900E-26 4.298E-01.09560.520 1819.33500.73-.012770          2 1 1          0 1 0  3  2  2        3  2  1      434343801594663152    21.0   21.0
 1110534.505987 1.914E-30 2.017E-04.04290.235 2746.02350.47-.022000          0 5 1          0 0 0 14  0 14       14  4 11      3322338072947131 9    87.0   87.0
 1110534.552333 3.432E-28 5.390E-05.06340.298 1114.53230.60-.005430          0 4 1          0 0 0 10  4  7       10  0 10      334233807394713152    21.0   21.0
 1110534.667873 3.512E-24 2.180E-02.09840.461  275.49700.74-.010310          3 0 0          0 0 0  4  0  4        4  1  3      365323803567663049     9.0    9.0
 1110534.728442 5.482E-30 2.139E-03.06710.352 2905.43360.53-.010626         -2-2-2          0 1 0  8 -4 -4        7  6  1      132232477291712250    51.0   45.0
 1110534.739444 1.702E-30 1.993E-03.06710.352 2905.43070.53-.010626         -2-2-2          0 1 0  8 -1 -1        7  6  2      132232477291712250    17.0   15.0
 1110534.757343 1.468E-26 4.954E-03.08190.315 1477.29740.74-.036230          1 0 2          0 0 0  9  2  7        9  5  4      364223807294713152    57.0   57.0
 1110534.845862 1.428E-24 1.838E-02.08060.350  782.40980.69-.012500          2 0 1          0 0 0  8  0  8        7  2  5      365443801558703152    51.0   45.0
 1110534.883722 1.288E-24 2.717E-01.07970.333 1131.77560.70-.025550          2 0 1          0 0 0  8  4  5        8  4  4      364243801594713152    17.0   17.0
